Date,Employee_ID,Team,Tasks_Completed,Hours_Worked,Productivity_Score,Task_Type,Task_Priority,Overtime_Hours,Meeting_Hours
2022-03-03,E127,Team C,2,8.088106564121215,74.32,Database Optimization,Low,2.59,0.22
2022-03-04,E123,Team C,5,7.844654015251922,84.48,Documentation,Low,1.95,2.21
2022-03-04,E124,Team A,5,7.1373067473689025,93.87,Database Optimization,Medium,1.32,2.16
2022-03-04,E125,Team C,1,9.338464468710814,68.02,Security Patching,Medium,2.5,0.48
2022-03-04,E126,Team C,9,9.347929194685925,97.36,Testing,Low,1.29,2.91
2022-03-04,E127,Team A,2,7.057765908326947,66.47,Testing,Medium,2.95,2.56
2022-03-05,E123,Team A,8,9.392584987666314,67.86,Documentation,Medium,2.1,1.87
2022-03-05,E124,Team C,3,9.559579584926086,68.45,Code Review,Low,2.18,3.16
2022-03-05,E125,Team B,10,9.305833266063004,66.49,User Support,Medium,2.04,2.3
2022-03-05,E126,Team D,3,6.172957340130429,90.7,Documentation,Low,0.37,1.08
2022-03-05,E127,Team B,2,6.211508190969003,81.71,User Support,High,2.32,1.04
2022-03-06,E123,Team B,7,8.980726302962069,84.92,System Maintenance,Medium,2.53,2.3
2022-03-06,E124,Team A,2,8.578148997744101,95.71,Deployment,Low,2.32,3.07
2022-03-06,E125,Team A,3,6.338835500111555,64.06,Database Optimization,Medium,2.52,3.84
2022-03-06,E126,Team D,7,8.831392381025978,97.97,Bug Fix,High,1.13,2.18
2022-03-06,E127,Team D,2,9.479942286502705,65.95,Database Optimization,High,1.83,3.62
2022-03-07,E123,Team B,4,7.702865991907734,82.99,Database Optimization,Medium,0.22,2.29
2022-03-07,E124,Team D,9,7.55274262923114,60.01,Bug Fix,High,0.37,0.48
2022-03-07,E125,Team A,10,8.94660156361006,83.54,Feature Development,Medium,0.8,0.73
2022-03-07,E126,Team D,8,8.414060676849163,64.91,Testing,High,2.6,3.66
2022-03-07,E127,Team D,3,7.18348646856348,82.0,Database Optimization,Low,0.86,2.04
2022-03-08,E123,Team A,1,9.6773763440337,94.23,Database Optimization,High,2.41,0.87
2022-03-08,E124,Team A,7,8.771426992752811,72.35,Code Review,Low,0.98,3.3
2022-03-08,E125,Team C,7,7.058243754581914,66.39,Bug Fix,Medium,2.84,2.42
2022-03-08,E126,Team B,7,8.71985684112827,90.53,User Support,Low,0.48,3.47
2022-03-08,E127,Team A,3,7.943374064063658,84.18,Security Patching,High,0.89,2.3
2022-03-09,E123,Team C,5,8.004336524144115,91.38,User Support,Medium,2.42,0.73
2022-03-09,E124,Team C,8,7.08299668779525,60.51,Bug Fix,High,2.87,0.86
2022-03-09,E125,Team B,10,6.821701535672142,84.37,Feature Development,Medium,1.51,1.33
2022-03-09,E126,Team A,10,6.394691860503167,92.84,Testing,Medium,2.32,2.06
2022-03-09,E127,Team B,3,6.617967884156837,83.44,System Maintenance,High,2.63,0.02
2022-03-10,E123,Team A,8,8.006268550205176,74.66,Bug Fix,Low,0.33,1.14
2022-03-10,E124,Team B,1,6.81704315929428,65.3,User Support,Low,1.51,2.36
2022-03-10,E125,Team A,10,8.418907794120724,79.99,Code Review,Low,1.1,0.27
2022-03-10,E126,Team B,8,9.684722740413633,84.18,Bug Fix,Medium,2.68,0.48
2022-03-10,E127,Team B,7,7.559565801666027,67.23,Code Review,Low,1.24,2.15
2022-03-11,E123,Team D,1,7.457874345881242,64.31,System Maintenance,Low,0.29,0.08
2022-03-11,E124,Team A,10,8.137614390915171,96.24,Security Patching,High,2.11,2.0
2022-03-11,E125,Team A,3,7.2267165008652015,68.71,Documentation,High,1.2,1.24
2022-03-11,E126,Team C,1,8.453250127253579,78.22,Bug Fix,Medium,1.0,1.43
2022-03-11,E127,Team D,5,9.578670785247105,80.8,Database Optimization,Low,2.12,3.51
2022-03-12,E123,Team C,1,9.457262377452654,81.05,Security Patching,Low,2.17,1.35
2022-03-12,E124,Team B,1,8.407443107740622,98.1,Bug Fix,Low,0.3,0.72
2022-03-12,E125,Team C,5,9.770994932167309,61.11,Code Review,Medium,0.28,2.64
2022-03-12,E126,Team A,9,9.40244608123918,94.13,Documentation,High,0.78,0.36
2022-03-12,E127,Team C,1,9.934849278325437,66.6,Code Review,High,0.08,2.3
2022-03-13,E123,Team A,2,9.255548650000687,80.96,Bug Fix,High,0.68,0.89
2022-03-13,E124,Team B,10,8.892141755435443,99.6,Deployment,Medium,1.63,3.6
2022-03-13,E125,Team A,3,6.6597156537575986,68.22,Bug Fix,Medium,2.56,1.53
2022-03-13,E126,Team B,4,7.233913849198712,85.91,User Support,Low,1.37,1.99
2022-03-13,E127,Team C,1,9.368082846721176,64.88,Code Review,Medium,1.51,1.34
2022-03-14,E123,Team B,10,8.42931803129793,85.05,User Support,Low,2.69,3.65
2022-03-14,E124,Team B,9,7.980820924956145,73.63,Database Optimization,Low,2.08,1.74
2022-03-14,E125,Team D,1,8.269029719018679,89.49,User Support,High,2.29,3.38
2022-03-14,E126,Team C,7,6.964439234985391,60.15,Database Optimization,Medium,0.57,0.53
2022-03-14,E127,Team C,10,9.18815310734121,87.67,Testing,High,0.32,2.67
2022-03-15,E123,Team A,9,6.0633344086420635,92.5,Security Patching,Medium,2.29,3.4
2022-03-15,E124,Team B,5,9.692690179113168,84.47,Code Review,High,2.12,0.2
2022-03-15,E125,Team A,10,7.605799408920008,99.29,Documentation,High,1.94,3.18
2022-03-15,E126,Team B,8,6.078454758804825,60.03,Feature Development,High,1.19,3.97
2022-03-15,E127,Team D,4,7.8597077298976,86.43,Feature Development,Low,1.26,2.76
2022-03-16,E123,Team B,7,9.76089597149468,76.79,Database Optimization,Medium,2.92,3.58
2022-03-16,E124,Team B,7,9.346883388297575,68.55,Database Optimization,Low,1.76,1.8
2022-03-16,E125,Team A,1,8.618022653701352,75.27,Deployment,Medium,2.49,1.43
2022-03-16,E126,Team D,6,8.391817026987663,83.31,Testing,Medium,2.5,0.71
2022-03-16,E127,Team C,5,6.61814102205939,83.61,Code Review,Low,2.56,0.88
2022-03-17,E123,Team B,4,9.987632250054515,76.26,User Support,High,2.54,3.53
2022-03-17,E124,Team D,6,9.51985068789837,73.77,Code Review,High,1.17,1.71
2022-03-17,E125,Team B,6,9.911499010066809,91.59,Database Optimization,Medium,1.25,3.11
2022-03-17,E126,Team B,8,7.343221339553528,91.37,Code Review,Low,0.38,1.51
2022-03-17,E127,Team D,5,8.600285706579392,82.57,User Support,Medium,2.56,1.67
2022-03-18,E123,Team C,4,8.08642815505313,98.38,Code Review,Low,2.12,1.04
2022-03-18,E124,Team C,5,7.881730693961911,84.38,Security Patching,High,1.89,0.91
2022-03-18,E125,Team C,6,9.483848466659802,69.23,Database Optimization,High,2.71,2.22
2022-03-18,E126,Team C,1,7.9560569251833035,63.11,Documentation,High,0.61,2.71
2022-03-18,E127,Team B,9,8.354481303115838,67.56,System Maintenance,High,0.25,0.47
2022-03-19,E123,Team A,10,8.463265798527676,61.01,Database Optimization,Low,1.58,1.11
2022-03-19,E124,Team D,7,8.398251946866498,89.95,Documentation,High,1.45,0.34
2022-03-19,E125,Team C,1,6.866856338843417,62.94,Security Patching,High,1.15,0.54
2022-03-19,E126,Team A,2,8.098364634512084,60.75,Testing,Medium,0.51,2.32
2022-03-19,E127,Team C,1,8.58211718825202,90.57,Code Review,High,0.16,1.29
2022-03-20,E123,Team D,5,6.107752415605674,93.1,Bug Fix,High,1.0,0.14
2022-03-20,E124,Team A,10,9.699328929205938,65.64,Code Review,Low,1.14,2.91
2022-03-20,E125,Team B,6,7.4294894576134345,89.6,Code Review,High,0.29,2.01
2022-03-20,E126,Team D,5,7.442380045944144,80.95,Feature Development,Medium,0.89,3.37
2022-03-20,E127,Team C,8,9.25166845395099,68.9,System Maintenance,High,2.37,2.66
2022-03-21,E123,Team C,4,6.550566012426797,77.51,Bug Fix,Low,1.28,3.58
2022-03-21,E124,Team A,3,6.563118337670179,69.63,System Maintenance,High,1.36,2.42
2022-03-21,E125,Team C,1,7.49152397556913,91.39,Database Optimization,High,2.37,0.84
2022-03-21,E126,Team D,8,8.975492173238,96.56,System Maintenance,Medium,1.91,2.94
2022-03-21,E127,Team A,10,7.724359149261451,92.06,Code Review,Medium,2.24,2.37
2022-03-22,E123,Team D,7,8.954022270086833,90.73,Deployment,Medium,1.84,0.76
2022-03-22,E124,Team A,5,9.531618831996406,96.68,Database Optimization,Low,0.04,2.21
2022-03-22,E125,Team D,5,8.206086575126049,99.72,System Maintenance,Medium,2.43,2.18
2022-03-22,E126,Team D,4,6.155822659369813,88.96,System Maintenance,Medium,2.37,1.08
2022-03-22,E127,Team B,7,7.446808505941963,97.74,User Support,Medium,0.08,0.01
2022-03-23,E123,Team C,8,8.2755389830345,75.45,User Support,Medium,2.65,0.32
2022-03-23,E124,Team A,10,8.735172820577075,99.63,Bug Fix,Medium,0.6,0.19
2022-03-23,E125,Team A,9,8.72549924360461,74.45,System Maintenance,Low,0.83,2.41
2022-03-23,E126,Team B,5,6.366131733847105,92.36,Bug Fix,High,2.48,0.69
2022-03-23,E127,Team C,8,9.91593333412964,95.66,Documentation,High,2.51,0.71
2022-03-24,E123,Team C,1,6.094039517693425,75.59,Testing,High,1.01,0.74
2022-03-24,E124,Team D,1,9.123744712940097,71.22,Documentation,High,0.28,2.93
2022-03-24,E125,Team D,7,8.205837019660693,71.46,Feature Development,Medium,2.83,2.87
2022-03-24,E126,Team C,10,7.86520383860794,66.79,System Maintenance,Low,0.65,0.6
2022-03-24,E127,Team C,6,9.5985490950862,79.96,Deployment,High,2.72,3.85
2022-03-25,E123,Team D,8,7.435307245884422,67.93,System Maintenance,High,0.71,1.41
2022-03-25,E124,Team C,5,8.4446046542796,77.7,Database Optimization,Medium,0.6,2.59
2022-03-25,E125,Team A,9,9.452935305471227,84.89,System Maintenance,Medium,2.74,1.55
2022-03-25,E126,Team B,3,9.20927813128162,72.23,Documentation,High,2.56,0.28
2022-03-25,E127,Team A,8,7.64257731692328,75.65,Testing,High,2.67,2.22
2022-03-26,E123,Team B,4,6.415927894044023,63.93,Bug Fix,Medium,1.95,3.89
2022-03-26,E124,Team D,6,6.869602942425516,96.79,Database Optimization,High,0.26,1.27
2022-03-26,E125,Team C,5,8.2482083546187,75.62,Bug Fix,High,0.8,2.54
2022-03-26,E126,Team D,7,7.045195028775185,80.22,Security Patching,High,1.77,3.05
2022-03-26,E127,Team D,7,6.5138011406108145,95.31,Testing,High,0.09,0.83
2022-03-27,E123,Team B,2,7.528995587257951,65.49,Feature Development,Low,2.3,1.47
2022-03-27,E124,Team A,4,6.66004994301574,99.76,Documentation,Medium,0.18,2.1
2022-03-27,E125,Team B,8,6.800740983663257,81.08,Bug Fix,Medium,0.98,1.17
2022-03-27,E126,Team C,10,9.58615474540116,68.71,Testing,High,2.55,2.33
2022-03-27,E127,Team A,3,9.749040466594955,99.99,Testing,Medium,0.43,1.93
2022-03-28,E123,Team D,2,9.260334285859182,86.51,Documentation,High,1.71,2.8
2022-03-28,E124,Team B,4,8.436539092738993,95.17,Feature Development,High,2.28,0.59
2022-03-28,E125,Team A,6,9.332767047197922,81.22,Security Patching,Low,0.12,2.84
2022-03-28,E126,Team C,6,8.485951640411933,97.23,Testing,High,0.93,1.95
2022-03-28,E127,Team B,3,6.277187754189734,64.86,Database Optimization,Low,2.93,1.02
2022-03-29,E123,Team A,8,8.103717038145762,74.2,System Maintenance,High,0.01,0.72
2022-03-29,E124,Team C,8,7.863403369427381,84.54,Database Optimization,High,1.85,0.36
2022-03-29,E125,Team A,4,8.886539863585991,87.5,User Support,Medium,2.95,3.7
2022-03-29,E126,Team B,2,6.88319692247902,86.65,User Support,High,2.34,3.78
2022-03-29,E127,Team C,9,9.839542888710408,93.3,Code Review,Medium,0.18,1.71
2022-03-30,E123,Team D,6,6.017287272420736,82.31,Feature Development,High,0.34,1.64
2022-03-30,E124,Team B,6,6.150503011341537,89.63,Database Optimization,High,0.6,1.92
2022-03-30,E125,Team A,7,6.908386863215883,96.16,System Maintenance,Low,2.62,1.01
2022-03-30,E126,Team C,10,7.270688650238837,71.58,Bug Fix,Medium,2.17,3.85
2022-03-30,E127,Team A,5,9.092125921042715,98.0,Testing,Low,0.68,3.84
2022-03-31,E123,Team A,7,9.073241423852892,97.11,Documentation,High,2.53,1.34
2022-03-31,E124,Team B,10,8.885905933010118,69.71,Security Patching,Medium,2.72,0.64
2022-03-31,E125,Team B,5,6.728946631124323,81.81,User Support,Medium,0.34,2.57
2022-03-31,E126,Team A,10,8.239949987721253,66.98,Feature Development,Low,1.5,1.88
2022-03-31,E127,Team B,10,7.632105134197405,69.99,Bug Fix,High,0.56,1.79
2022-04-01,E123,Team A,4,7.833262419087851,82.7,Security Patching,High,0.67,2.15
2022-04-01,E124,Team A,4,9.339396638210598,78.86,Code Review,Low,1.9,3.26
2022-04-01,E125,Team B,10,9.277302681619847,69.63,Database Optimization,High,2.2,0.65
2022-04-01,E126,Team C,7,6.204964111884377,86.12,Code Review,Medium,1.58,3.42
2022-04-01,E127,Team C,10,8.502915950027797,85.21,User Support,Low,2.52,1.95
2022-04-02,E123,Team B,9,6.827768449496492,67.78,Documentation,Low,2.67,0.5
2022-04-02,E124,Team C,9,8.302424866280052,63.51,Code Review,High,0.63,2.83
2022-04-02,E125,Team B,3,8.370437488459594,83.23,Database Optimization,Low,2.65,2.33
2022-04-02,E126,Team C,1,9.160587981204134,97.88,Feature Development,Low,0.93,2.92
2022-04-02,E127,Team D,10,9.496457986472645,69.61,Feature Development,Medium,2.76,0.02
2022-04-03,E123,Team D,10,7.369154555155762,74.97,User Support,High,1.33,2.53
2022-04-03,E124,Team C,7,7.8899187036145495,63.07,Deployment,Low,0.48,2.72
2022-04-03,E125,Team C,8,8.407744760389653,93.54,Testing,High,0.58,1.57
2022-04-03,E126,Team B,4,6.556896719228755,80.9,Testing,High,1.95,3.63
2022-04-03,E127,Team C,5,9.467028976940657,77.36,Feature Development,Medium,0.31,2.3
2022-04-04,E123,Team A,6,7.478057678024505,98.86,Feature Development,High,0.24,3.83
2022-04-04,E124,Team B,5,9.752279655112806,60.95,Code Review,Low,1.1,2.84
2022-04-04,E125,Team B,2,9.71344084465635,71.47,Bug Fix,High,1.11,2.12
2022-04-04,E126,Team B,5,6.892351213257889,63.84,Database Optimization,High,0.98,1.73
2022-04-04,E127,Team D,10,6.4251513209763145,75.07,Bug Fix,Medium,2.34,2.15
2022-04-05,E123,Team A,5,8.204003158688774,61.59,Deployment,Medium,2.43,2.75
2022-04-05,E124,Team C,10,9.010536291653764,73.4,Feature Development,Low,1.94,1.81
2022-04-05,E125,Team A,7,9.3213861430888,92.26,Database Optimization,Medium,2.24,1.42
2022-04-05,E126,Team B,6,7.478726872569122,64.17,Documentation,Low,1.82,3.73
2022-04-05,E127,Team C,5,8.58067531721842,88.2,Security Patching,Medium,0.57,1.97
2022-04-06,E123,Team C,9,9.357558306940055,71.54,Bug Fix,Low,0.65,2.34
2022-04-06,E124,Team B,9,6.103959305773139,72.25,Testing,Low,0.24,1.2
2022-04-06,E125,Team B,2,8.970402983826883,89.96,Deployment,High,0.21,3.15
2022-04-06,E126,Team D,10,8.349437866595657,78.27,Security Patching,High,0.77,3.21
2022-04-06,E127,Team D,5,6.479683235805497,64.61,Deployment,High,0.72,2.07
2022-04-07,E123,Team D,2,8.05155439125127,70.83,Documentation,High,0.21,1.79
2022-04-07,E124,Team B,9,9.691199708129247,71.97,Feature Development,High,2.64,0.67
2022-04-07,E125,Team B,1,8.223696578608873,73.34,Database Optimization,High,1.76,0.8
2022-04-07,E126,Team C,2,6.047920536084107,78.19,Security Patching,Medium,0.84,1.7
2022-04-07,E127,Team B,4,8.02049345425962,72.61,Feature Development,Medium,0.33,1.84
2022-04-08,E123,Team C,10,8.948488327693132,73.89,Database Optimization,High,2.56,0.84
2022-04-08,E124,Team D,7,9.938989899204772,73.04,User Support,Medium,2.87,2.28
2022-04-08,E125,Team D,3,9.595630779452291,71.23,Feature Development,Medium,0.17,2.68
2022-04-08,E126,Team D,10,8.115647465454702,91.67,Code Review,Low,2.5,3.8
2022-04-08,E127,Team D,6,9.11643286068795,69.8,Documentation,Low,1.48,0.12
2022-04-09,E123,Team C,1,9.25504682837814,94.05,Bug Fix,Low,2.39,0.9
2022-04-09,E124,Team D,2,9.17422982679298,90.89,Documentation,Low,1.84,0.25
2022-04-09,E125,Team A,5,6.94951758974365,76.16,Feature Development,Medium,0.44,0.85
2022-04-09,E126,Team D,4,7.123530890609355,91.59,Code Review,Low,0.93,3.49
2022-04-09,E127,Team A,5,9.799797028047283,96.57,Database Optimization,Medium,2.16,0.63
2022-04-10,E123,Team C,8,6.4573490841741386,81.71,Deployment,Medium,0.98,3.96
2022-04-10,E124,Team C,9,8.216890039511759,76.13,Security Patching,High,0.33,1.06
2022-04-10,E125,Team C,1,6.904394406081499,93.12,Feature Development,Low,0.47,3.03
2022-04-10,E126,Team D,3,9.246387739064055,94.34,Security Patching,Medium,1.97,3.14
2022-04-10,E127,Team A,9,8.181241968126066,84.49,Bug Fix,Medium,2.36,1.05
2022-04-11,E123,Team A,1,8.001681745298274,99.05,Database Optimization,High,1.62,1.44
2022-04-11,E124,Team D,5,9.176611007334326,71.85,Feature Development,Medium,0.37,2.43
2022-04-11,E125,Team D,2,7.093566393726509,85.17,Code Review,Low,1.96,3.33
2022-04-11,E126,Team C,8,6.3517565998604315,88.36,Code Review,Medium,1.44,0.16
2022-04-11,E127,Team D,4,7.245079118183815,98.99,Code Review,High,1.19,1.13
2022-04-12,E123,Team B,6,9.74699216356785,75.27,Bug Fix,Medium,2.49,1.8
2022-04-12,E124,Team A,2,7.354895960153836,87.35,Bug Fix,Medium,0.48,2.42
2022-04-12,E125,Team B,8,8.254425704841612,80.7,System Maintenance,Low,0.53,2.18
2022-04-12,E126,Team D,10,6.8972770193506445,61.8,System Maintenance,High,0.43,3.43
2022-04-12,E127,Team C,4,8.405455719682724,72.23,Database Optimization,Medium,0.59,1.15
2022-04-13,E123,Team B,8,7.576983454193151,73.97,Bug Fix,Low,2.5,1.98
2022-04-13,E124,Team A,9,8.615917275818555,72.74,Documentation,High,2.54,0.33
2022-04-13,E125,Team A,1,9.337134698762027,61.81,Bug Fix,Low,2.62,1.15
2022-04-13,E126,Team A,3,7.485945483534767,69.46,Bug Fix,Medium,2.34,1.53
2022-04-13,E127,Team D,4,6.2398361492326355,75.19,Security Patching,Low,1.74,1.44
2022-04-14,E123,Team A,3,9.074238737057279,80.52,Feature Development,High,1.02,3.83
2022-04-14,E124,Team B,1,7.197069230240482,80.4,Database Optimization,Medium,1.39,1.38
2022-04-14,E125,Team B,1,9.367924499651044,77.2,Deployment,High,2.79,0.35
2022-04-14,E126,Team D,6,8.923187576054115,84.15,System Maintenance,Medium,0.55,1.48
2022-04-14,E127,Team D,8,8.051572039175463,61.88,Feature Development,High,1.37,3.41
2022-04-15,E123,Team B,3,6.167448270975275,87.49,Bug Fix,Medium,1.99,1.82
2022-04-15,E124,Team D,10,9.88142983101561,87.38,Deployment,Low,0.35,0.33
2022-04-15,E125,Team D,5,9.79947997035194,91.82,System Maintenance,High,2.76,1.07
2022-04-15,E126,Team A,1,9.623764306782228,87.04,Bug Fix,Low,2.42,0.43
2022-04-15,E127,Team B,6,8.040786955923021,75.09,Database Optimization,Medium,2.83,2.87
2022-04-16,E123,Team D,9,9.414216622716058,69.41,Code Review,High,1.85,2.21
2022-04-16,E124,Team B,1,9.02989635564995,91.62,Code Review,Medium,0.86,2.38
2022-04-16,E125,Team B,3,6.6400940291394015,99.01,Code Review,Low,2.13,0.6
2022-04-16,E126,Team D,1,9.95543224424593,62.98,Deployment,High,1.74,1.24
2022-04-16,E127,Team A,8,9.738426670169497,83.72,System Maintenance,High,1.67,1.65
2022-04-17,E123,Team C,9,9.96798067541792,87.41,Bug Fix,High,0.38,1.6
2022-04-17,E124,Team B,8,7.7219949281850075,81.79,Database Optimization,Low,0.97,2.91
2022-04-17,E125,Team D,7,6.9665008885202155,78.31,Feature Development,Medium,2.7,0.66
2022-04-17,E126,Team C,4,9.103762348166413,62.39,Code Review,High,0.14,2.5
2022-04-17,E127,Team B,9,8.667044520734795,81.35,Documentation,Medium,1.57,3.22
2022-04-18,E123,Team D,1,9.884431056720793,89.93,Database Optimization,Low,0.2,0.59
2022-04-18,E124,Team C,1,6.601323548021435,63.21,User Support,Medium,2.04,2.97
2022-04-18,E125,Team C,3,9.00058227092168,97.49,System Maintenance,High,2.28,3.72
2022-04-18,E126,Team B,5,8.935759965089023,82.92,Code Review,Low,0.14,0.29
2022-04-18,E127,Team D,10,6.04817892556411,90.01,Database Optimization,Low,2.79,0.97
2022-04-19,E123,Team C,2,6.210801538230244,94.67,Bug Fix,Medium,2.28,1.23
2022-04-19,E124,Team D,5,7.18531113099371,90.59,Deployment,Medium,0.8,1.94
2022-04-19,E125,Team D,3,8.013632621117885,90.96,Security Patching,Low,1.01,2.87
2022-04-19,E126,Team C,6,8.94077460783544,90.45,Feature Development,Low,1.59,3.86
2022-04-19,E127,Team B,6,9.235183846108669,88.15,Security Patching,Low,1.24,0.77
2022-04-20,E123,Team B,2,9.100455451452314,85.66,Security Patching,Low,1.16,2.42
2022-04-20,E124,Team B,10,6.972559046745868,83.38,Database Optimization,High,1.7,0.37
2022-04-20,E125,Team B,9,6.188307923814897,64.94,Deployment,Low,1.57,2.94
2022-04-20,E126,Team A,2,6.184278684575736,73.92,User Support,Medium,1.21,3.48
2022-04-20,E127,Team D,9,6.244073187832708,67.5,Testing,High,0.36,0.6
2022-04-21,E123,Team C,10,9.512082990291884,63.09,User Support,Medium,0.48,3.94
2022-04-21,E124,Team C,8,9.524799532327764,73.72,Documentation,Medium,0.34,1.29
2022-04-21,E125,Team C,9,9.746695444489102,64.26,Security Patching,Medium,2.68,0.08
2022-04-21,E126,Team A,9,8.846306738553395,62.5,System Maintenance,Low,1.43,1.27
2022-04-21,E127,Team C,10,8.769919866241773,96.24,System Maintenance,High,2.12,1.46
2022-04-22,E123,Team C,4,9.11906648925673,99.71,User Support,Medium,1.52,0.22
2022-04-22,E124,Team B,5,6.3041494143607135,75.62,Documentation,High,2.73,2.07
2022-04-22,E125,Team A,10,6.378457079463845,78.93,Code Review,Medium,0.41,0.38
2022-04-22,E126,Team C,8,6.821877469331822,87.34,Code Review,Medium,2.71,2.2
2022-04-22,E127,Team C,6,9.462283469734878,82.64,Database Optimization,High,2.48,3.91
2022-04-23,E123,Team D,6,7.884634590838939,99.64,Testing,High,2.81,0.9
2022-04-23,E124,Team A,5,8.214786674283397,96.52,Documentation,Low,1.64,0.51
2022-04-23,E125,Team A,4,8.362854926065388,73.06,Testing,Low,2.16,1.0
2022-04-23,E126,Team A,3,9.513785591251052,74.56,Security Patching,High,1.54,0.83
2022-04-23,E127,Team C,7,8.13102745566314,71.92,Testing,Low,2.92,1.57
2022-04-24,E123,Team C,4,6.891859164775598,98.95,Database Optimization,Medium,2.84,3.34
2022-04-24,E124,Team D,10,8.080176990461293,87.62,Documentation,Medium,2.27,0.16
2022-04-24,E125,Team D,8,9.706133787057924,83.08,System Maintenance,High,2.77,2.71
2022-04-24,E126,Team C,2,9.835750436093363,64.12,Documentation,Medium,2.58,2.21
2022-04-24,E127,Team D,9,8.012570164531937,99.16,Bug Fix,High,2.58,2.73
